ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20220001956,1,Dry,1
T20220002080,1,Dry,1
T20220002086,1,Dry,1
T20220002091,1,Dry,1
T20220002110,1,Dry,0
T20220002063,1,Dry,1
T20220002123,1,Dry,0
T20220002062,1,Dry,0
T20220002060,1,Dry,1
T20220002058,1,Dry,0
T20220002147,1,Dry,1
T20220002048,1,Dry,0
T20220002019,1,Dry,0
T20220002199,1,Dry,0
T20220002045,1,Dry,1
T20220002013,1,Dry,1
T20220002011,1,Dry,0
T20220002064,1,Dry,1
T20220002010,1,Dry,1
T20220002044,1,Dry,1
T20220005331,1,Dry,0
T20220002065,1,Dry,1
T20220002041,1,Dry,1
T20220002035,1,Dry,1
T20220002023,1,Dry,1
T20230001289,1,Dry,0
T20220002520,1,Dry,1
T20220002474,1,Dry,1
T20220002021,1,Dry,1
T20220002043,1,Dry,0
T20220002079,1,Dry,1
T20220002097,1,Dry,1
T20220003491,9,Unk.,0
T20220002095,1,Dry,0
T20220002094,1,Dry,1
T20220002808,1,Dry,1
T20220002092,1,Dry,0
T20220002067,1,Dry,1
T20220002068,1,Dry,1
T20220002074,1,Dry,1
T20220002070,1,Dry,1
T20220002071,1,Dry,1
T20220009296,1,Dry,0
T20220002075,1,Dry,1
T20220002281,1,Dry,1
T20220005687,1,Dry,0
T20220002109,1,Dry,1
T20220002113,1,Dry,1
T20220002115,1,Dry,1
T20220002119,1,Dry,1
T20220002120,1,Dry,1
T20220002141,1,Dry,0
T20220002176,1,Dry,1
T20220002140,1,Dry,1
T20220002173,1,Dry,1
T20220003376,1,Dry,1
T20220002158,1,Dry,1
T20220002149,1,Dry,1
T20220002136,1,Dry,0
T20220002688,1,Dry,0
T20220002150,1,Dry,1
T20220002124,1,Dry,0
T20220002163,1,Dry,1
T20220002134,1,Dry,1
T20220002164,1,Dry,1
T20220004388,1,Dry,1
T20220002166,1,Dry,1
T20220002167,1,Dry,1
T20230001280,9,Unk.,0
T20220002153,1,Dry,1
T20220002127,1,Dry,0
T20220002265,1,Dry,1
T20220002240,1,Dry,1
T20220002108,1,Dry,1
T20220002174,1,Dry,1
T20220002940,1,Dry,1
T20220002348,1,Dry,0
T20220003844,1,Dry,0
T20220002191,1,Dry,1
T20220004659,1,Dry,0
T20220002286,1,Dry,1
T20220003485,1,Dry,1
T20220002297,1,Dry,1
T20220008072,9,Unk.,1
T20220008245,1,Dry,1
T20220002223,1,Dry,0
T20220002274,1,Dry,0
T20220002187,1,Dry,0
T20220002202,1,Dry,1
T20220002203,1,Dry,1
T20220002209,1,Dry,1
T20220002210,1,Dry,0
T20220002215,1,Dry,1
T20220005238,2,Wet,0
T20220002250,1,Dry,1
T20220002216,1,Dry,1
T20220002219,1,Dry,0
T20220002221,1,Dry,1
T20220004116,2,Wet,1
T20230013641,9,Unk.,1
T20220002222,1,Dry,0
T20220002227,1,Dry,0
T20220002177,2,Wet,1
T20220003947,1,Dry,0
T20220002296,1,Dry,1
T20220002178,1,Dry,1
T20220002235,1,Dry,0
T20220002232,1,Dry,1
T20220002283,1,Dry,1
T20220002637,1,Dry,0
T20220002321,1,Dry,1
T20220002905,9,Unk.,0
T20220002254,1,Dry,1
T20220002300,1,Dry,1
T20220002301,1,Dry,1
T20220004494,1,Dry,1
T20220002304,1,Dry,1
T20220002313,1,Dry,0
T20220007510,1,Dry,0
T20220002316,1,Dry,1
T20220002317,1,Dry,1
T20220002318,1,Dry,1
T20220002319,1,Dry,1
T20220002294,1,Dry,1
T20220005933,1,Dry,1
T20220002381,1,Dry,1
T20220002374,1,Dry,1
T20220002324,1,Dry,1
T20220004129,1,Dry,0
T20220002326,1,Dry,0
T20220002328,1,Dry,1
T20220002565,1,Dry,0
T20220002330,1,Dry,0
T20220003241,1,Dry,0
T20220002263,1,Dry,1
T20220002261,2,Wet,0
T20220002260,1,Dry,0
T20220002259,1,Dry,1
T20220002289,1,Dry,1
T20220002284,1,Dry,1
T20220003611,1,Dry,0
T20220002273,2,Wet,1
T20220005195,1,Dry,0
T20220002272,1,Dry,1
T20220002270,2,Wet,1
T20220002823,2,Wet,1
T20220002249,1,Dry,1
T20220002251,2,Wet,1
T20220002295,1,Dry,1
T20220002456,1,Dry,1
T20220002951,1,Dry,1
T20220002299,1,Dry,0
T20220002336,1,Dry,1
T20220002366,1,Dry,0
T20220002339,1,Dry,1
T20220002341,1,Dry,1
T20220002360,1,Dry,0
T20220002617,1,Dry,0
T20220002385,1,Dry,1
T20220002395,1,Dry,0
T20220002405,1,Dry,0
T20220002397,1,Dry,0
T20220002899,1,Dry,1
T20220002345,1,Dry,1
T20220002347,1,Dry,1
T20220002399,1,Dry,0
T20220002355,1,Dry,0
T20220002400,1,Dry,1
T20220003047,1,Dry,0
T20220002755,1,Dry,0
T20220002382,1,Dry,1
T20220002387,1,Dry,1
T20220002373,1,Dry,1
T20220002372,1,Dry,0
T20220002404,1,Dry,1
T20220002337,1,Dry,1
T20220002411,1,Dry,0
T20220002771,1,Dry,1
T20220002413,1,Dry,0
T20220002841,1,Dry,0
T20220002415,1,Dry,0
T20220002417,1,Dry,1
T20220002864,9,Unk.,0
T20220006263,1,Dry,1
T20220002383,1,Dry,1
T20220002377,1,Dry,0
T20220002420,1,Dry,1
T20220002453,1,Dry,1
T20220002444,1,Dry,1
T20220002441,1,Dry,0
T20220002964,1,Dry,0
T20220002502,1,Dry,0
T20220004497,1,Dry,1
T20230011001,1,Dry,1
T20220002483,1,Dry,1
T20220002516,1,Dry,1
T20220002519,1,Dry,0
T20220002513,1,Dry,0
T20220002521,1,Dry,1
T20220002538,1,Dry,0
T20220002548,1,Dry,1
T20220002489,1,Dry,1
T20220009950,9,Unk.,1
T20220004246,9,Unk.,1
T20220002490,1,Dry,1
T20220004688,1,Dry,1
T20220002674,1,Dry,1
T20220002492,1,Dry,1
T20220002508,1,Dry,0
T20220004440,1,Dry,1
T20220003948,1,Dry,1
T20220002641,1,Dry,1
T20220002418,1,Dry,1
T20220003457,1,Dry,0
T20220002493,1,Dry,1
T20220002885,1,Dry,1
T20220003133,1,Dry,1
T20220002485,1,Dry,1
T20220002480,1,Dry,1
T20220002503,1,Dry,1
T20220002427,1,Dry,0
T20220002484,1,Dry,0
T20220002495,1,Dry,1
T20220002487,1,Dry,1
T20220004426,1,Dry,1
T20220002471,1,Dry,1
T20220002470,1,Dry,1
T20220002469,1,Dry,1
T20220002467,1,Dry,1
T20220002465,1,Dry,0
T20220002460,1,Dry,0
T20220002458,1,Dry,1
T20220002419,1,Dry,1
T20220002501,1,Dry,1
T20220002799,1,Dry,0
T20220002451,1,Dry,1
T20220002448,1,Dry,1
T20220002447,1,Dry,1
T20220002494,1,Dry,1
T20220002442,1,Dry,1
T20220005105,1,Dry,1
T20220002425,1,Dry,0
T20220002439,1,Dry,1
T20220002437,1,Dry,1
T20220002436,1,Dry,0
T20220002434,1,Dry,1
T20220002672,1,Dry,1
T20220002569,1,Dry,1
T20220003392,1,Dry,0
T20220002622,1,Dry,1
T20220002618,1,Dry,1
T20220002611,1,Dry,0
T20220004807,1,Dry,0
T20220005206,1,Dry,0
T20220025832,9,Unk.,1
T20220005353,1,Dry,1
T20220003295,1,Dry,1
T20220003567,1,Dry,0
T20220003220,9,Unk.,0
T20220005780,1,Dry,0
T20220003098,9,Unk.,0
T20220003082,1,Dry,1
T20220002958,1,Dry,1
T20220003772,1,Dry,0
T20220002909,1,Dry,1
T20220002842,1,Dry,0
T20220002807,1,Dry,0
T20220002805,9,Unk.,0
T20220002786,9,Unk.,0
T20220002577,1,Dry,1
T20220002576,1,Dry,1
T20220002575,1,Dry,0
T20220002572,1,Dry,1
T20220002568,1,Dry,1
T20220002566,1,Dry,1
T20220002558,1,Dry,1
T20220002557,1,Dry,0
T20220002550,1,Dry,1
T20220002547,1,Dry,1
T20220002543,1,Dry,0
T20220002542,1,Dry,0
T20220002541,1,Dry,1
T20220002536,1,Dry,1
T20220002532,1,Dry,1
T20220002529,1,Dry,0
T20220002528,1,Dry,1
T20220002527,1,Dry,1
T20220002523,1,Dry,0
T20220002518,1,Dry,1
T20220002517,1,Dry,1
T20220002515,1,Dry,0
T20220002723,3,Muddy,2
T20220002514,1,Dry,0
T20220002506,1,Dry,1
T20220002587,1,Dry,0
T20220002830,1,Dry,1
T20220002819,1,Dry,1
T20220002636,1,Dry,1
T20220003688,1,Dry,0
T20220002670,1,Dry,0
T20220002671,1,Dry,1
T20220002679,1,Dry,0
T20220002654,1,Dry,1
T20220002677,1,Dry,1
T20220002673,1,Dry,1
T20220003163,1,Dry,0
T20220002640,1,Dry,1
T20220002595,1,Dry,1
T20220002591,1,Dry,1
T20220002727,1,Dry,0
T20220002603,1,Dry,1
T20220002668,1,Dry,1
T20220002667,9,Unk.,0
T20220002702,1,Dry,0
T20220002633,1,Dry,0
T20220002632,1,Dry,0
T20220002630,1,Dry,1
T20220002663,1,Dry,1
T20220002628,1,Dry,1
T20220002657,1,Dry,1
T20220002986,1,Dry,1
T20220002626,1,Dry,1
T20220002624,1,Dry,1
T20220002686,1,Dry,0
T20220002683,9,Unk.,1
T20220002644,1,Dry,1
T20220003017,1,Dry,1
T20220002675,1,Dry,0
T20220002598,1,Dry,1
T20220002652,1,Dry,1
T20220004164,1,Dry,0
T20220002616,1,Dry,1
T20220002589,1,Dry,1
T20220002639,1,Dry,0
T20220002614,9,Unk.,1
T20220002653,1,Dry,1
T20220002635,1,Dry,1
T20220006921,1,Dry,0
T20220003579,1,Dry,0
T20220013499,9,Unk.,0
T20220002847,1,Dry,0
T20220005397,1,Dry,0
T20220002601,1,Dry,1
T20220003245,1,Dry,0
T20220003155,1,Dry,1
T20220002789,1,Dry,0
T20220002740,1,Dry,0
T20220002743,1,Dry,1
T20220002901,1,Dry,1
T20220002690,1,Dry,1
T20220002768,1,Dry,1
T20220005284,1,Dry,1
T20220002798,1,Dry,1
T20220002763,1,Dry,1
T20220002756,1,Dry,1
T20220002754,1,Dry,0
T20220002748,1,Dry,0
T20220005260,1,Dry,1
T20220005854,9,Unk.,1
T20220002813,1,Dry,1
T20220002785,1,Dry,0
T20220002776,1,Dry,1
T20220002774,1,Dry,0
T20220002773,1,Dry,0
T20220002772,1,Dry,1
T20220002770,1,Dry,0
T20220002769,1,Dry,0
T20220009895,9,Unk.,1
T20220005943,1,Dry,1
T20220002747,1,Dry,0
T20220002836,1,Dry,1
T20220002762,1,Dry,1
T20220002689,1,Dry,1
T20220002860,1,Dry,0
T20220002893,9,Unk.,0
T20220002817,9,Unk.,1
T20220002691,1,Dry,1
T20220003866,1,Dry,0
T20220002692,1,Dry,1
T20220002695,1,Dry,1
T20220002697,1,Dry,1
T20220002701,1,Dry,1
T20220002704,1,Dry,0
T20220003597,1,Dry,0
T20220003391,1,Dry,0
T20220002709,1,Dry,1
T20220002710,1,Dry,0
T20220002711,1,Dry,1
T20220002712,1,Dry,0
T20220002963,9,Unk.,1
T20220003840,1,Dry,1
T20220002714,1,Dry,0
T20220002717,1,Dry,1
T20220002682,1,Dry,1
T20220002725,1,Dry,1
T20220002728,1,Dry,1
T20220002737,1,Dry,1
T20220005390,9,Unk.,1
T20220002738,1,Dry,0
T20220002788,1,Dry,0
T20220002857,1,Dry,0
T20220002793,1,Dry,1
T20220002795,1,Dry,1
T20220002797,1,Dry,0
T20220002849,1,Dry,0
T20220004875,1,Dry,1
T20220003330,1,Dry,0
T20220002777,1,Dry,1
T20220002831,1,Dry,0
T20220003523,1,Dry,1
T20220002856,1,Dry,0
T20220002840,1,Dry,1
T20220002828,1,Dry,0
T20220002822,1,Dry,1
T20220003204,1,Dry,0
T20220002820,1,Dry,1
T20220002814,1,Dry,1
T20220007631,2,Wet,0
T20220002818,1,Dry,1
T20220008218,1,Dry,0
T20220009382,1,Dry,1
T20220006094,9,Unk.,1
T20220002884,1,Dry,0
T20220029183,1,Dry,1
T20220002800,1,Dry,0
T20220003018,1,Dry,0
T20220002882,1,Dry,0
T20220002855,1,Dry,0
T20220003845,1,Dry,0
T20220002809,1,Dry,0
T20220004708,1,Dry,0
T20220002812,1,Dry,0
T20220003002,1,Dry,1
T20220002816,1,Dry,1
T20220002906,1,Dry,0
T20220003571,1,Dry,0
T20220005152,1,Dry,1
T20220002934,1,Dry,0
T20220002898,9,Unk.,1
T20220003656,1,Dry,0
T20220002903,9,Unk.,1
T20220002839,1,Dry,1
T20220002834,1,Dry,1
T20220002866,1,Dry,0
T20220006570,1,Dry,1
T20220003083,1,Dry,0
T20220002832,1,Dry,0
T20220002979,1,Dry,0
T20220003016,1,Dry,1
T20220002945,1,Dry,0
T20220002922,1,Dry,1
T20220002918,1,Dry,1
T20220002916,1,Dry,1
T20220003433,1,Dry,1
T20220002894,1,Dry,1
T20220002891,1,Dry,0
T20220002890,1,Dry,0
T20220002888,1,Dry,0
T20220002883,1,Dry,0
T20220003851,1,Dry,1
T20220003397,9,Unk.,1
T20220004107,9,Unk.,1
T20220002965,1,Dry,1
T20220002879,1,Dry,1
T20220003379,1,Dry,0
T20220003514,1,Dry,1
T20220005317,9,Unk.,1
T20220002914,1,Dry,0
T20220005052,9,Unk.,1
T20220002862,1,Dry,0
T20220002873,1,Dry,1
T20220005332,1,Dry,1
T20220002944,1,Dry,1
T20220002925,1,Dry,1
T20220002929,1,Dry,1
T20220003492,1,Dry,0
T20220002936,1,Dry,1
T20220002939,1,Dry,1
T20220002943,1,Dry,1
T20220003023,1,Dry,0
T20220003813,1,Dry,1
T20220003819,1,Dry,0
T20220002880,1,Dry,0
T20220003011,1,Dry,1
T20220003240,1,Dry,1
T20220003363,1,Dry,1
T20220003013,1,Dry,1
T20220020107,1,Dry,0
T20220003019,1,Dry,1
T20220003479,1,Dry,0
T20220003022,1,Dry,1
T20220003026,1,Dry,1
T20220003484,1,Dry,0
T20220003030,1,Dry,1
T20220003031,1,Dry,1
T20220003033,1,Dry,1
T20220003037,1,Dry,0
T20220003038,1,Dry,0
T20220002978,1,Dry,1
T20220002970,9,Unk.,0
T20220002967,1,Dry,1
T20220004123,1,Dry,1
T20220002962,1,Dry,0
T20220002961,1,Dry,0
T20220018606,1,Dry,1
T20220006510,1,Dry,0
T20220008723,1,Dry,1
T20220003765,1,Dry,0
T20220002950,1,Dry,1
T20220003304,1,Dry,1
T20220003000,1,Dry,1
T20220002999,1,Dry,1
T20220002998,1,Dry,1
T20220003913,1,Dry,1
T20220002997,1,Dry,1
T20220003088,1,Dry,1
T20220003427,1,Dry,1
T20220002954,1,Dry,0
T20220002984,1,Dry,1
T20220003238,1,Dry,0
T20220003222,9,Unk.,0
T20220003395,9,Unk.,0
T20220003001,1,Dry,1
T20220003004,1,Dry,1
T20220003006,1,Dry,0
T20220003008,1,Dry,1
T20220003053,1,Dry,1
T20220003105,1,Dry,1
T20220003107,1,Dry,1
T20220003076,1,Dry,1
T20220003095,1,Dry,1
T20220003112,1,Dry,1
T20220003114,1,Dry,0
T20220003077,1,Dry,1
T20220004826,1,Dry,1
T20220003068,1,Dry,1
T20220003303,1,Dry,0
T20220003067,1,Dry,0
T20220003066,1,Dry,1
T20220003056,1,Dry,1
T20220003050,1,Dry,0
T20220003202,1,Dry,0
T20230022162,9,Unk.,1
T20220003065,1,Dry,0
T20220003063,1,Dry,1
T20220003061,1,Dry,1
T20220003116,1,Dry,1
T20220003115,1,Dry,0
T20220028782,1,Dry,0
T20220003081,1,Dry,1
T20220003093,1,Dry,1
T20220003518,1,Dry,1
T20220003090,1,Dry,0
T20220003044,1,Dry,1
T20220003072,1,Dry,1
T20220003099,1,Dry,1
T20220003055,1,Dry,0
T20220004060,1,Dry,1
T20220003119,1,Dry,1
T20220003075,1,Dry,0
T20220003062,1,Dry,1
T20220003069,1,Dry,0
T20220003669,1,Dry,1
T20220003059,1,Dry,1
T20220003170,1,Dry,1
T20220003078,1,Dry,1
T20220003100,1,Dry,0
T20220003148,1,Dry,0
T20220003152,1,Dry,0
T20220003663,9,Unk.,0
T20220009528,1,Dry,1
T20220003132,1,Dry,1
T20220012400,9,Unk.,0
T20220003244,9,Unk.,1
T20220003157,1,Dry,0
T20220006507,1,Dry,1
T20220003300,1,Dry,1
T20220003138,1,Dry,0
T20220003159,1,Dry,1
T20220003160,1,Dry,0
T20220003162,1,Dry,1
T20220003122,1,Dry,0
T20220003489,1,Dry,1
T20220003487,1,Dry,1
T20220003117,1,Dry,1
T20220003178,1,Dry,0
T20220003179,1,Dry,1
T20220003608,1,Dry,1
T20220003197,1,Dry,1
T20220003180,1,Dry,1
T20220003416,1,Dry,1
T20220003181,1,Dry,0
T20220003139,1,Dry,1
T20220003188,1,Dry,1
T20220003123,1,Dry,0
T20220003189,1,Dry,1
T20220003270,1,Dry,1
T20220003140,1,Dry,0
T20220003146,1,Dry,0
T20220003192,1,Dry,0
T20220003822,1,Dry,1
T20220003659,1,Dry,0
T20220003223,1,Dry,1
T20220003131,1,Dry,0
T20220003136,1,Dry,1
T20220003233,1,Dry,1
T20220003143,1,Dry,0
T20220008255,1,Dry,1
T20220003130,1,Dry,1
T20220003572,9,Unk.,0
T20220003440,1,Dry,1
T20220003235,1,Dry,0
T20220003916,1,Dry,1
T20220003234,1,Dry,1
T20220005641,1,Dry,1
T20220003215,1,Dry,0
T20220003214,1,Dry,1
T20220003210,1,Dry,1
T20220003207,1,Dry,0
T20220003201,1,Dry,0
T20220003198,1,Dry,1
T20220003405,1,Dry,1
T20220003389,1,Dry,1
T20220003388,1,Dry,1
T20220003385,1,Dry,0
T20220011021,1,Dry,0
T20220005271,1,Dry,1
T20220003475,1,Dry,0
T20220003498,1,Dry,0
T20220003506,1,Dry,1
T20220007172,1,Dry,1
T20220003938,1,Dry,1
T20220003357,1,Dry,0
T20220003331,1,Dry,1
T20220003317,1,Dry,1
T20220003292,1,Dry,0
T20220005011,9,Unk.,0
T20220003288,1,Dry,1
T20220003286,1,Dry,1
T20220003281,1,Dry,0
T20220003279,1,Dry,1
T20220003276,1,Dry,1
T20220003275,1,Dry,0
T20220003274,1,Dry,0
T20220003269,1,Dry,1
T20220004035,1,Dry,1
T20220003267,1,Dry,1
T20220003265,1,Dry,1
T20220003264,1,Dry,1
T20220003263,1,Dry,1
T20220003262,1,Dry,0
T20220003261,1,Dry,0
T20220003260,1,Dry,1
T20220003259,1,Dry,0
T20220003258,1,Dry,1
T20220003257,1,Dry,1
T20220003255,1,Dry,1
T20220003253,1,Dry,0
T20220003250,1,Dry,0
T20220003249,1,Dry,0
T20220003248,1,Dry,1
T20220003246,1,Dry,1
T20220003243,1,Dry,0
T20220003322,1,Dry,1
T20220003356,1,Dry,1
T20220003284,1,Dry,1
T20220003285,1,Dry,0
T20220003337,1,Dry,0
T20220005289,1,Dry,0
T20220004027,1,Dry,1
T20220008159,9,Unk.,0
T20220012359,1,Dry,0
T20220003354,1,Dry,1
T20220003334,1,Dry,1
T20220005189,1,Dry,1
T20220003296,1,Dry,1
T20220004262,1,Dry,1
T20220003298,1,Dry,1
T20220004186,1,Dry,0
T20220003591,1,Dry,1
T20220003776,1,Dry,1
T20220003325,1,Dry,1
T20220003332,1,Dry,1
T20220003911,1,Dry,1
T20220003336,1,Dry,1
T20220003362,1,Dry,1
T20220003548,1,Dry,0
T20220003349,1,Dry,1
T20220007031,1,Dry,1
T20220003364,1,Dry,1
T20220007547,1,Dry,0
T20220003966,1,Dry,1
T20220003934,1,Dry,1
T20220003359,1,Dry,0
T20220003445,1,Dry,0
T20220004222,1,Dry,1
T20220003366,1,Dry,1
T20220003374,1,Dry,0
T20220006694,2,Wet,1
T20220003393,1,Dry,0
T20220003848,1,Dry,0
T20220003400,1,Dry,0
T20220003408,1,Dry,0
T20220003603,1,Dry,1
T20220003423,1,Dry,1
T20220003425,1,Dry,0
T20220003426,1,Dry,0
T20220003552,1,Dry,0
T20220003459,1,Dry,0
T20220003434,1,Dry,0
T20220003461,1,Dry,1
T20220003463,1,Dry,1
T20220003466,1,Dry,1
T20220003439,1,Dry,0
T20220003921,9,Unk.,0
T20220003623,1,Dry,0
T20220007100,1,Dry,1
T20220003441,1,Dry,0
T20220003442,1,Dry,0
T20220003451,1,Dry,1
T20220003446,1,Dry,0
T20220013590,1,Dry,0
T20220003430,1,Dry,1
T20220003449,1,Dry,0
T20220003382,1,Dry,1
T20220003383,1,Dry,1
T20220003386,1,Dry,1
T20220004065,1,Dry,0
T20220003390,1,Dry,1
T20220003452,1,Dry,1
T20220003399,1,Dry,1
T20220003453,1,Dry,0
T20220003455,1,Dry,1
T20220003580,1,Dry,0
T20220003410,1,Dry,1
T20220003418,1,Dry,1
T20220003716,1,Dry,0
T20220003421,2,Wet,1
T20220003456,1,Dry,1
T20220003635,9,Unk.,0
T20220005217,1,Dry,1
T20220003428,1,Dry,1
T20220003490,1,Dry,1
T20220003526,9,Unk.,1
T20220003525,1,Dry,0
T20220003413,1,Dry,1
T20220003467,2,Wet,1
T20220003547,1,Dry,1
T20220003539,1,Dry,0
T20220003538,1,Dry,0
T20220004496,1,Dry,0
T20220004088,9,Unk.,0
T20220004375,1,Dry,1
T20220003536,1,Dry,1
T20220003532,1,Dry,1
T20220005020,1,Dry,1
T20220003528,1,Dry,1
T20220004777,1,Dry,0
T20220003508,1,Dry,0
T20220003505,1,Dry,0
T20220003504,1,Dry,0
T20220003510,1,Dry,1
T20220003509,1,Dry,1
T20220003503,1,Dry,1
T20220003499,1,Dry,0
T20220003618,1,Dry,0
T20220003814,1,Dry,1
T20220007494,2,Wet,0
T20220003560,1,Dry,1
T20220003549,1,Dry,1
T20220003545,1,Dry,1
T20220003527,1,Dry,0
T20220003488,2,Wet,0
T20220003486,1,Dry,1
T20230012921,1,Dry,0
T20220003543,1,Dry,1
T20220003483,1,Dry,0
T20220003482,1,Dry,0
T20220003480,1,Dry,1
T20220003473,2,Wet,1
T20220003472,1,Dry,1
T20220003470,1,Dry,1
T20220003542,1,Dry,0
T20220003522,1,Dry,1
T20220003521,1,Dry,1
T20220003515,1,Dry,1
T20220003540,1,Dry,0
T20220003604,2,Wet,1
T20220003607,1,Dry,1
T20220003609,1,Dry,1
T20220003610,1,Dry,1
T20220003612,1,Dry,0
T20220003613,1,Dry,1
T20220003832,1,Dry,1
T20220003600,1,Dry,1
T20220003596,1,Dry,1
T20220003592,1,Dry,0
T20220003589,1,Dry,0
T20220003588,1,Dry,0
T20220003583,1,Dry,1
T20220003582,1,Dry,1
T20220003578,1,Dry,1
T20220003576,1,Dry,0
T20220003575,1,Dry,1
T20220003568,1,Dry,1
T20220003566,1,Dry,1
T20220003564,3,Muddy,0
T20220003558,1,Dry,1
T20220005583,1,Dry,0
T20220003617,1,Dry,1
T20220003619,1,Dry,1
T20220003620,1,Dry,1
T20220003621,1,Dry,1
T20220003625,1,Dry,1
T20220003627,1,Dry,0
T20220003628,1,Dry,1
T20220003630,1,Dry,0
T20220003636,1,Dry,1
T20220003637,1,Dry,1
T20220003640,1,Dry,1
T20220003641,1,Dry,1
T20220003642,1,Dry,1
T20220003647,1,Dry,1
T20220003650,1,Dry,1
T20220005150,1,Dry,1
T20220003678,1,Dry,1
T20220004029,1,Dry,1
T20220004014,1,Dry,1
T20220004230,2,Wet,1
T20220004916,1,Dry,1
T20220007088,2,Wet,1
T20220003761,1,Dry,0
T20220005896,1,Dry,0
T20220004656,9,Unk.,1
T20220006020,1,Dry,1
T20220003800,1,Dry,0
T20220010801,1,Dry,1
T20220003715,1,Dry,0
T20220003764,1,Dry,1
T20220003708,1,Dry,0
T20220003773,1,Dry,0
T20220003701,1,Dry,1
T20220003754,1,Dry,1
T20220003792,1,Dry,1
T20220003703,1,Dry,0
T20220003705,1,Dry,1
T20220003710,1,Dry,1
T20220003691,1,Dry,1
T20220003711,1,Dry,1
T20220003699,1,Dry,0
T20220003707,1,Dry,1
T20220003717,1,Dry,0
T20220003662,1,Dry,0
T20220003718,1,Dry,1
T20220003720,1,Dry,1
T20220003661,1,Dry,1
T20220003722,1,Dry,0
T20220003724,1,Dry,1
T20220003731,1,Dry,1
T20220003713,1,Dry,0
T20220003763,1,Dry,1
T20220003744,1,Dry,0
T20220004745,1,Dry,0
T20220003778,1,Dry,1
T20220003652,1,Dry,1
T20220003693,1,Dry,0
T20220003694,1,Dry,1
T20220004306,5,Icy,1
T20220006880,9,Unk.,1
T20220003695,1,Dry,1
T20220003660,1,Dry,1
T20220003697,1,Dry,1
T20220004367,9,Unk.,0
T20220003875,9,Unk.,1
T20220003709,1,Dry,0
T20220003664,1,Dry,1
T20220004906,1,Dry,0
T20220005130,1,Dry,1
T20220004143,1,Dry,1
T20220003672,1,Dry,0
T20220003676,1,Dry,1
T20220003704,1,Dry,1
T20220003683,1,Dry,1
T20220003684,1,Dry,1
T20220003685,1,Dry,1
T20220004429,1,Dry,1
T20220004054,1,Dry,0
T20220007688,1,Dry,1
T20220003665,1,Dry,1
T20220003850,1,Dry,1
T20220003862,1,Dry,1
T20220003668,1,Dry,1
T20220004471,9,Unk.,1
T20220003791,1,Dry,1
T20220003788,1,Dry,1
T20220003732,1,Dry,0
T20220003735,1,Dry,0
T20220003749,1,Dry,1
T20220003871,1,Dry,1
T20220003753,1,Dry,1
T20220003774,1,Dry,1
T20220006283,1,Dry,0
T20220007107,1,Dry,1
T20220003784,1,Dry,1
T20220003870,1,Dry,1
T20220003885,9,Unk.,0
T20220003949,9,Unk.,1
T20220006868,1,Dry,1
T20220003755,1,Dry,1
T20220003820,1,Dry,1
T20220004655,1,Dry,1
T20220004765,9,Unk.,0
T20220003757,1,Dry,1
T20220003758,1,Dry,1
T20220003942,1,Dry,1
T20220003783,1,Dry,1
T20220003766,1,Dry,0
T20220003767,1,Dry,1
T20220003768,1,Dry,1
T20220003769,1,Dry,1
T20220003759,1,Dry,1
T20220003780,1,Dry,1
T20220005117,1,Dry,0
T20220005115,1,Dry,1
T20220005698,1,Dry,0
T20220003831,1,Dry,0
T20220007277,9,Unk.,0
T20220003815,1,Dry,1
T20220004034,1,Dry,1
T20220003867,1,Dry,0
T20220003812,1,Dry,0
T20220003794,1,Dry,1
T20220003795,1,Dry,1
T20220005992,1,Dry,1
T20220004593,9,Unk.,1
T20220003883,1,Dry,1
T20220006982,1,Dry,0
T20220003876,1,Dry,1
T20220003880,1,Dry,1
T20220004760,1,Dry,1
T20220003868,1,Dry,1
T20220004816,1,Dry,0
T20220004899,1,Dry,1
T20220005893,1,Dry,0
T20220003839,1,Dry,1
T20220003825,1,Dry,1
T20220009167,1,Dry,0
T20220006270,1,Dry,0
T20220003853,1,Dry,0
T20220003854,1,Dry,0
T20220003995,1,Dry,1
T20220003874,1,Dry,0
T20220003863,1,Dry,0
T20220003864,1,Dry,1
T20220007104,1,Dry,1
T20220004235,1,Dry,1
T20220003807,1,Dry,0
T20220003873,1,Dry,1
T20220003810,2,Wet,1
T20220003837,1,Dry,0
T20220004955,9,Unk.,1
T20220003833,1,Dry,1
T20220003818,1,Dry,1
T20220003828,1,Dry,1
T20220003973,1,Dry,0
T20220004691,1,Dry,0
T20220003978,1,Dry,1
T20220003980,1,Dry,1
T20220003981,1,Dry,1
T20220003982,1,Dry,0
T20220004133,1,Dry,1
T20220003984,1,Dry,1
T20220003985,1,Dry,1
T20220003988,1,Dry,1
T20220003989,1,Dry,1
T20220003990,1,Dry,1
T20220003992,1,Dry,1
T20220003961,1,Dry,1
T20220003958,1,Dry,1
T20220003991,1,Dry,1
T20220019776,1,Dry,1
T20220003977,1,Dry,1
T20220004084,9,Unk.,1
T20220004094,1,Dry,0
T20220004120,1,Dry,1
T20220005409,1,Dry,0
T20220003954,1,Dry,1
T20220006393,9,Unk.,0
T20220009893,9,Unk.,0
T20220003893,1,Dry,0
T20220003898,1,Dry,1
T20220004517,1,Dry,1
